Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
masri,مصــــــري,0.00368016,27,0.095485,4.34287,0.0114715,0.72019,0.154755,4.88828,0.158997,0.90564,4.59718,4.58799,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-06-05 00:00:00
lebna,لبنــــــــة,0.0,28,0.027176,9.39845,0.0,3.94781,0.136056,2.11317,0.182602,22.6371,17.8939,19.7757,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-06-05 00:00:00
hma,الحمـــــى,0.0,29,0.0,1.69627,0.0,1.85678,0.0,0.017334,0.0578286,0.575974,4.41781,1.73523,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-06-05 00:00:00
abid,العبيـــــــد,1.10275e-05,30,0.021723,3.26853,0.00439989,0.939099,0.089351,1.50677,0.0124065,4.2913,5.22983,7.07568,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-06-05 00:00:00
mellegue,مـــــلاق,0.720739,1,0.1,12.025,0.887241,37.7977,0.4,34.2432,14.8922,54.9443,154.43,30.1011,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-06-04 00:00:00
sarrat,سراط,0.0687548,36,0.0,6.39346,0.447331,0.654443,0.0,0.0,1.867,,15.8309,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-06-04 00:00:00
benmetir,بنيمطيــر,0.0,2,0.07,19.4484,0.0,16.8573,0.2862,19.9056,0.282436,18.357,42.9524,35.4971,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-06-04 00:00:00
kasseb,كســاب,0.0,3,0.0864,35.3386,0.0,24.0655,0.3456,24.195,0.430066,17.1089,43.0643,48.8106,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-06-04 00:00:00
barbara,بربرة,0.0,4,0.150185,59.6011,0.0533777,48.162,0.601234,30.9605,0.293949,30.8199,83.287,64.2558,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-06-04 00:00:00
sidisalem,سيدي ســــالم,0.0,5,0.0432,262.137,0.0,153.421,4.34666,176.133,9.72415,190.735,385.883,429.361,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-06-04 00:00:00
bouheurtma,بو هرتمـــــه,0.0,6,0.272,31.5242,0.0432964,31.5968,1.17078,41.9959,1.18503,41.6003,80.5447,44.8805,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-06-04 00:00:00
joumine,جوميــــــن,0.0259611,7,0.11548,45.7174,0.16054,39.8794,0.444132,21.5793,0.735881,36.9322,75.4197,45.2061,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-06-04 00:00:00
ghezala,غزالـــــــة,0.00584029,8,0.0199,6.81756,0.026634,3.69119,0.0741,1.5928,0.103143,3.61024,9.44612,7.79548,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-06-04 00:00:00
melah,المالح,0.0,33,0.07369,9.264,0.00203815,7.41605,0.2774,8.68947,0.37,12.7884,25.3993,24.4156,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-06-04 00:00:00
tine,الطين,0.00370904,34,0.0587,7.2789,0.088714,6.11466,0.22504,6.99866,0.16,,17.3263,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-06-04 00:00:00
sejnane,سجنــــــان,0.0675679,9,0.623095,96.924,0.221125,92.9522,2.47072,157.672,1.37957,60.1221,118.113,92.9495,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-06-04 00:00:00
zarga,الزرقة,0.000511169,10,0.0188,18.337,0.000511169,7.85459,0.0801,4.66681,0.09,20.5232,22.012,21.844,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-06-04 00:00:00
kebir,الكبير,0.0,31,0.0,6.2356,0.00862028,17.6721,0.0,15.6983,0.124519,13.888,39.5118,6.5776,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-06-04 00:00:00
moula,المولى,0.0,32,0.0,26.0927,0.0069424,15.3218,0.0,12.8837,0.118173,9.58066,31.7563,26.0352,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-06-04 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.51254,261.85,0.458361,171.203,2.0615,87.766,1.97054,131.084,294.328,261.85,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-06-04 00:00:00
ziatine,الزياتين,0.00058758,12,0.0568332,24.0572,0.0428814,6.83822,0.22859,6.79546,0.1,17.4177,29.1133,26.668,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-06-04 00:00:00
gamgoum,القمقوم,0.00765007,13,0.0,17.751,0.0193449,6.83822,0.0,4.7944,0.0,4.15852,7.96404,17.6651,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-06-04 00:00:00
harka,الحركة,0.0,35,0.0,29.929,0.0433686,2.01307,0.0,0.272899,0.34,,24.2053,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-06-04 00:00:00
siliana,سليانـــــــة,0.0,14,0.0,6.17238,0.0164598,11.0816,0.18577,7.19124,0.902666,10.9599,34.3839,18.5223,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-06-04 00:00:00
lakhmess,لخمـــــــاس,0.0,15,0.00218,2.14784,0.0100777,1.57078,0.008948,2.21259,0.481743,2.08715,11.9867,4.26033,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-06-04 00:00:00
rmil,الرميـــــــل,0.000909175,16,0.002917,1.0975,0.00364319,1.51557,0.012227,0.318334,0.0634854,1.05128,9.96022,1.174,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-06-04 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0026,30.7582,0.0,9.37769,0.0104,0.712,0.338467,7.85597,25.691,34.5378,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-06-04 00:00:00
rmel,الرمــــــل,0.0,18,0.005,3.05018,0.0,6.15259,0.02,1.61563,0.16196,6.5894,15.7523,8.29792,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-06-04 00:00:00
nebhana,نبهانــــــة,0.0155762,19,0.0221,4.67628,0.0572278,6.62648,0.16753,6.14123,0.741472,6.75779,21.6829,11.7961,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-06-04 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.135239,42.7919,0.0,23.0805,0.546207,14.0969,2.50689,16.0923,42.3123,54.1334,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-06-04 00:00:00
elhaouareb,هـــــــوارب,0.00995667,21,0.00504,0.300336,0.0387588,8.05176,0.02088,1.10927,0.496056,5.6471,14.2998,0.78061,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-06-04 00:00:00
sficifa,سفيسيفة,0.00034875,22,0.0,1.55724,0.001395,0.236163,0.0,0.0,0.56,0.108992,75.7627,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-06-04 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0013596,0.0028796,0.0,0.0,0.111814,0.457613,1.75638,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-06-04 00:00:00
elbrek,البــــــــرك,0.00051135,24,0.0,0.09,0.0020454,0.533416,0.0,0.1,0.0835049,0.138231,2.03855,1.4,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-06-04 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.017,2.3406,0.00239606,0.743794,0.039,0.648,0.130037,2.23501,4.97934,3.7006,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-06-04 00:00:00
chiba,شيبـــــــة,0.0,26,0.010366,0.74076,0.00172304,0.346324,0.033811,1.14756,0.18711,2.31944,6.59027,0.3583,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-06-04 00:00:00
masri,مصــــــري,0.00242576,27,0.0,4.4373,0.00779134,0.71651,0.05927,4.7928,0.158997,0.90259,4.59188,4.58799,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-06-04 00:00:00
lebna,لبنــــــــة,0.0,28,0.02874,9.44056,0.0,3.94781,0.10888,2.08599,0.182602,22.6371,17.8878,19.8434,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-06-04 00:00:00
hma,الحمـــــى,0.0,29,0.0,1.70183,0.0,1.85678,0.0,0.017334,0.0578286,0.575974,4.41588,1.74079,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-06-04 00:00:00
abid,العبيـــــــد,0.0,30,0.021405,3.29482,0.00438886,0.939088,0.067628,1.48505,0.0124065,4.27851,5.22941,7.07568,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-06-04 00:00:00
mellegue,مـــــلاق,0.0397861,1,0.1,11.4174,0.166503,37.077,0.3,34.1432,14.8922,54.8445,153.933,30.1517,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-06-03 00:00:00
sarrat,سراط,0.378576,36,0.0,6.33145,0.378576,0.585689,0.0,0.0,1.867,,15.7687,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-06-03 00:00:00
benmetir,بنيمطيــر,0.0,2,0.063,19.5385,0.0,16.8573,0.2162,19.8356,0.282436,18.357,42.9429,35.6106,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-06-03 00:00:00
kasseb,كســاب,0.0,3,0.0864,35.4468,0.0,24.0655,0.2592,24.1086,0.430066,17.0627,43.0499,48.876,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-06-03 00:00:00
barbara,بربرة,0.0213744,4,0.150218,59.7915,0.0533777,48.162,0.451049,30.8103,0.293949,30.8199,83.2772,64.3384,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-06-03 00:00:00
sidisalem,سيدي ســــالم,0.0,5,2.2294,262.429,0.0,153.421,4.30346,176.09,9.72415,190.346,385.559,430.134,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-06-03 00:00:00
bouheurtma,بو هرتمـــــه,0.00270448,6,0.28682,31.6882,0.0432964,31.5968,0.89878,41.7239,1.18503,41.5186,80.5052,45.1258,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-06-03 00:00:00
joumine,جوميــــــن,0.10265,7,0.11149,45.8269,0.134579,39.8534,0.328652,21.4638,0.735881,36.8749,75.3952,45.3887,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-06-03 00:00:00
ghezala,غزالـــــــة,0.00599261,8,0.0201,6.83536,0.0207937,3.68535,0.0542,1.5729,0.103143,3.60464,9.44268,7.81491,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-06-03 00:00:00
melah,المالح,0.0,33,0.06586,9.36,0.00203815,7.41605,0.20371,8.61578,0.37,12.7884,25.387,24.4792,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-06-03 00:00:00
tine,الطين,0.0252076,34,0.0593,7.347,0.0850049,6.11095,0.16634,6.93996,0.16,,17.321,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-06-03 00:00:00
sejnane,سجنــــــان,0.0,9,0.621395,96.9869,0.153557,92.8846,1.84763,157.049,1.37957,60.0637,118.067,92.9495,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-06-03 00:00:00
zarga,الزرقة,0.0,10,0.0196,18.363,0.0,7.85408,0.0613,4.64801,0.09,20.5232,22.009,21.916,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-06-03 00:00:00
kebir,الكبير,0.00365709,31,0.0,6.2432,0.00862028,17.6721,0.0,15.6983,0.124519,13.885,39.5076,6.5776,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-06-03 00:00:00
moula,المولى,0.0,32,0.0,26.1071,0.0069424,15.3218,0.0,12.8837,0.118173,9.57309,31.7523,26.0352,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-06-03 00:00:00
selbarrak,سيدي البــــراق,0.0764972,11,0.51812,262.72,0.458361,171.203,1.54896,87.2534,1.97054,131.037,294.262,262.43,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-06-03 00:00:00
ziatine,الزياتين,0.0227235,12,0.0573692,24.1304,0.0422938,6.83057,0.171757,6.73863,0.1,17.4015,29.11,26.7168,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-06-03 00:00:00
gamgoum,القمقوم,0.0,13,0.0,17.751,0.0116949,6.83057,0.0,4.7944,0.0,4.15111,7.96404,17.6651,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-06-03 00:00:00
harka,الحركة,0.0266783,35,0.0,29.9717,0.0433686,2.01307,0.0,0.272899,0.34,,24.194,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-06-03 00:00:00
siliana,سليانـــــــة,0.0164598,14,0.0,6.201,0.0164598,11.0816,0.18577,7.19124,0.902666,10.9487,34.3538,18.5621,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-06-03 00:00:00
lakhmess,لخمـــــــاس,0.00511635,15,0.002115,2.15334,0.0100777,1.57078,0.006768,2.21041,0.481743,2.08263,11.9706,4.28335,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-06-03 00:00:00
rmil,الرميـــــــل,0.00091582,16,0.00292,1.1026,0.00273401,1.51466,0.00931,0.315417,0.0634854,1.00352,9.95811,1.1383,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-06-03 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0026,30.8166,0.0,9.37769,0.0078,0.7094,0.338467,7.85597,25.6797,34.5986,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-06-03 00:00:00
rmel,الرمــــــل,0.0,18,0.005,3.09326,0.0,6.15259,0.015,1.61063,0.16196,6.5894,15.7469,8.37576,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-06-03 00:00:00
nebhana,نبهانــــــة,0.0183034,19,0.04862,4.68926,0.0416515,6.6109,0.14543,6.11913,0.741472,6.72568,21.6582,11.7961,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-06-03 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.137017,42.9636,0.0,23.0805,0.410968,13.9616,2.50689,16.0923,42.2287,54.2286,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-06-03 00:00:00
elhaouareb,هـــــــوارب,0.00942273,21,0.0054,0.300336,0.0288021,8.0418,0.01584,1.10423,0.496056,5.6471,14.2832,0.822373,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-06-03 00:00:00
sficifa,سفيسيفة,0.00034875,22,0.0,1.55724,0.00104625,0.235815,0.0,0.0,0.56,0.10812,75.744,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-06-03 00:00:00
sidiach,سيدي يعيــــش,0.0013596,23,0.0,2.42152,0.0013596,0.0028796,0.0,0.0,0.111814,0.457613,1.75265,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-06-03 00:00:00
elbrek,البــــــــرك,0.00051135,24,0.0,0.09,0.00153405,0.532905,0.0,0.1,0.0835049,0.138231,2.03577,1.4,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-06-03 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.022,2.3604,0.00239606,0.743794,0.022,0.631,0.130037,2.23143,4.975,3.7178,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-06-03 00:00:00
chiba,شيبـــــــة,0.0,26,0.00913,0.74644,0.00172304,0.346324,0.023445,1.1372,0.18711,2.31944,6.58403,0.37438,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-06-03 00:00:00
masri,مصــــــري,0.00165424,27,0.037,4.4373,0.00536559,0.714084,0.05927,4.7928,0.158997,0.901167,4.58658,4.59553,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-06-03 00:00:00
lebna,لبنــــــــة,0.0,28,0.02367,9.52477,0.0,3.94781,0.08014,2.05725,0.182602,22.5943,17.8817,19.8434,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-06-03 00:00:00
hma,الحمـــــى,0.0,29,0.0,1.7074,0.0,1.85678,0.0,0.017334,0.0578286,0.573737,4.41396,1.74079,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-06-03 00:00:00
abid,العبيـــــــد,0.0,30,0.014582,3.3211,0.00438886,0.939088,0.046223,1.46364,0.0124065,4.27851,5.229,7.10852,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-06-03 00:00:00
mellegue,مـــــلاق,0.0631645,1,0.1,11.4902,0.126717,37.0372,0.2,34.0432,14.8922,54.2499,153.437,29.7472,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-06-02 00:00:00
sarrat,سراط,0.0,36,0.0,5.95938,0.0,0.207113,0.0,0.0,1.867,,15.7065,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-06-02 00:00:00
benmetir,بنيمطيــر,0.0,2,0.0768,19.6436,0.0,16.8573,0.1532,19.7726,0.282436,18.357,42.9335,35.7241,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-06-02 00:00:00
kasseb,كســاب,0.0,3,0.0864,35.555,0.0,24.0655,0.1728,24.0222,0.430066,17.015,43.0356,48.9414,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-06-02 00:00:00
barbara,بربرة,0.0165263,4,0.150131,59.9438,0.0320034,48.1406,0.300831,30.6601,0.293949,30.8011,83.2674,64.3384,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-06-02 00:00:00
sidisalem,سيدي ســــالم,0.0,5,0.0432,264.76,0.0,153.421,2.07406,173.861,9.72415,190.122,385.235,432.067,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-06-02 00:00:00
bouheurtma,بو هرتمـــــه,0.0212908,6,0.3068,31.8522,0.0405919,31.5941,0.61196,41.4371,1.18503,41.393,80.4657,45.3221,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-06-02 00:00:00
joumine,جوميــــــن,0.0212635,7,0.11077,45.9365,0.0319287,39.7508,0.217162,21.3523,0.735881,36.8652,75.3707,45.6078,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-06-02 00:00:00
ghezala,غزالـــــــة,0.00532592,8,0.0194,6.85315,0.0148011,3.67935,0.0341,1.5528,0.103143,3.59829,9.43924,7.83435,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-06-02 00:00:00
melah,المالح,0.00203815,33,0.0694,9.444,0.00203815,7.41605,0.13785,8.54992,0.37,12.7884,25.3747,24.5428,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-06-02 00:00:00
tine,الطين,0.0228851,34,0.05693,7.3924,0.0597973,6.08574,0.10704,6.88066,0.16,,17.3157,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2021-06-02 00:00:00
sejnane,سجنــــــان,0.112735,9,0.614125,97.1128,0.153557,92.8846,1.22623,156.428,1.37957,60.0417,118.021,93.0112,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2021-06-02 00:00:00
zarga,الزرقة,0.0,10,0.0203,18.389,0.0,7.85408,0.0417,4.62841,0.09,20.5232,22.006,22.006,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2021-06-02 00:00:00
kebir,الكبير,0.0026122,31,0.0,6.2432,0.00496319,17.6684,0.0,15.6983,0.124519,13.8814,39.5035,6.5776,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2021-06-02 00:00:00
moula,المولى,0.0069424,32,0.0,26.1215,0.0069424,15.3218,0.0,12.8837,0.118173,9.57309,31.7484,26.0496,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2021-06-02 00:00:00
selbarrak,سيدي البــــراق,0.334409,11,0.51606,263.3,0.381864,171.126,1.03084,86.7353,1.97054,131.012,294.196,263.01,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2021-06-02 00:00:00
ziatine,الزياتين,0.0195703,12,0.0570332,24.1792,0.0195703,6.83057,0.114387,6.68126,0.1,17.3798,29.1067,26.7656,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2021-06-02 00:00:00
gamgoum,القمقوم,0.00637902,13,0.0,17.7653,0.0116949,6.83057,0.0,4.7944,0.0,4.15111,7.96404,17.6794,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2021-06-02 00:00:00
harka,الحركة,0.0,35,0.0,29.9717,0.0166903,1.98639,0.0,0.272899,0.34,,24.1827,,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2021-06-02 00:00:00
siliana,سليانـــــــة,0.0,14,0.03715,6.201,0.0,11.0652,0.18577,7.19124,0.902666,10.9151,34.3237,18.6019,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2021-06-02 00:00:00
lakhmess,لخمـــــــاس,0.0,15,0.002366,2.15334,0.00496139,1.56567,0.004653,2.2083,0.481743,2.0813,11.9546,4.31404,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2021-06-02 00:00:00
rmil,الرميـــــــل,0.000909875,16,0.00314,1.1077,0.00181819,1.51374,0.00639,0.312497,0.0634854,1.00172,9.95599,1.1485,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2021-06-02 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0026,30.8751,0.0,9.37769,0.0052,0.7068,0.338467,7.85597,25.6684,34.6595,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2021-06-02 00:00:00
rmel,الرمــــــل,0.0,18,0.005,3.13634,0.0,6.15259,0.01,1.60563,0.16196,6.5894,15.7415,8.4536,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2021-06-02 00:00:00
nebhana,نبهانــــــة,0.0065888,19,0.04984,4.7282,0.0233481,6.5926,0.09681,6.07051,0.741472,6.69962,21.6335,11.8335,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2021-06-02 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.136511,43.1353,0.0,23.0805,0.273951,13.8246,2.50689,15.9653,42.1451,54.1334,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2021-06-02 00:00:00
elhaouareb,هـــــــوارب,0.0098697,21,0.0054,0.300336,0.0193794,8.03238,0.01044,1.09883,0.496056,5.6471,14.2667,0.843254,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2021-06-02 00:00:00
sficifa,سفيسيفة,0.00034875,22,0.0,1.55724,0.0006975,0.235466,0.0,0.0,0.56,0.107248,75.7253,1.55724,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2021-06-02 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.00152,0.0,0.0,0.111814,0.457613,1.74892,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2021-06-02 00:00:00
elbrek,البــــــــرك,0.00051135,24,0.0,0.09,0.0010227,0.532394,0.0,0.1,0.0835049,0.138231,2.03298,1.4,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2021-06-02 00:00:00
bezirk,بزيـــــــغ,0.00239606,25,0.0,2.3868,0.00239606,0.743794,0.0,0.609,0.130037,2.23143,4.97067,3.7436,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2021-06-02 00:00:00
chiba,شيبـــــــة,0.00172304,26,0.0,0.76348,0.00172304,0.346324,0.014315,1.12807,0.18711,2.31944,6.5778,0.3784,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2021-06-02 00:00:00
masri,مصــــــري,0.00216964,27,0.0,4.47498,0.00371135,0.71243,0.02227,4.7558,0.158997,0.900844,4.58128,4.60306,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2021-06-02 00:00:00
lebna,لبنــــــــة,0.0,28,0.0271,9.56688,0.0,3.94781,0.05647,2.03358,0.182602,22.5943,17.8756,19.911,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2021-06-02 00:00:00
hma,الحمـــــى,0.0,29,0.0,1.71296,0.0,1.85678,0.0,0.017334,0.0578286,0.573737,4.41203,1.74636,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2021-06-02 00:00:00
abid,العبيـــــــد,0.00114553,30,0.01768,3.34081,0.00438886,0.939088,0.031641,1.44906,0.0124065,4.27765,5.22859,7.13041,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2021-06-02 00:00:00
mellegue,مـــــلاق,0.063552,1,0.1,11.5387,0.063552,36.974,0.1,33.9432,14.8922,50.7017,152.94,26.3917,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2021-06-01 00:00:00
sarrat,سراط,0.0,36,0.0,5.97178,0.0,0.207113,0.0,0.0,1.867,,15.6442,,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2021-06-01 00:00:00
benmetir,بنيمطيــر,0.0,2,0.0764,19.7488,0.0,16.8573,0.0764,19.6958,0.282436,18.357,42.9241,35.8376,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2021-06-01 00:00:00
kasseb,كســاب,0.0,3,0.0864,35.6631,0.0,24.0655,0.0864,23.9358,0.430066,16.9846,43.0213,49.0068,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2021-06-01 00:00:00
barbara,بربرة,0.0154771,4,0.1507,60.0962,0.0154771,48.1241,0.1507,30.51,0.293949,30.7879,83.2576,64.3384,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2021-06-01 00:00:00
sidisalem,سيدي ســــالم,0.0,5,2.03086,265.051,0.0,153.421,2.03086,173.818,9.72415,190.122,384.911,434.001,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2021-06-01 00:00:00
bouheurtma,بو هرتمـــــه,0.0193011,6,0.30516,32.0163,0.0193011,31.5728,0.30516,41.1303,1.18503,41.3237,80.4262,45.5674,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2021-06-01 00:00:00
joumine,جوميــــــن,0.0106652,7,0.106392,46.046,0.0106652,39.7295,0.106392,21.2415,0.735881,36.8558,75.3461,45.8269,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2021-06-01 00:00:00
ghezala,غزالـــــــة,0.00947515,8,0.0147,6.87095,0.00947515,3.67403,0.0147,1.5334,0.103143,3.59304,9.4358,7.85378,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2021-06-01 00:00:00
melah,المالح,0.0,33,0.06845,9.516,0.0,7.41401,0.06845,8.48052,0.37,12.7884,25.3623,24.6064,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2021-06-01 00:00:00
